Customer_ID,Credit_Amount,Purpose_Credit_Taken,Duration_in_Months,Status_Checking_Accnt,Credit_History,Job_Status,Years_At_Present_Employment,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Age,Housing,Num_Credits,Num_Dependents,Foreign_Worker,Default_On_Payment
C15055,1412,P49,12,S14,A34,A174,E73,A92,A103,2,29,A152,2,1,A201,0
C15056,14421,P49,48,S12,A30,A173,E73,A93,A101,2,25,A152,1,1,A201,1
C15057,6148,P41,20,S12,A30,A173,E75,A94,A101,4,31,A152,2,1,A201,0
C15058,1961,P40,18,S13,A32,A174,E75,A92,A101,2,23,A152,1,1,A201,0
C15059,1808,P42,18,S14,A33,A173,E74,A92,A101,1,22,A152,1,1,A201,1
C15060,1239,P46,18,S12,A32,A173,E73,A93,A101,4,61,A153,1,1,A201,0
C15061,2622,P49,18,S12,A32,A173,E73,A93,A101,4,34,A152,1,1,A201,0
C15062,1364,P43,9,S11,A32,,E74,A93,A101,4,59,A152,1,1,A201,0
C15063,6761,P40,6,S14,A34,A174,E74,A93,A101,3,45,A152,2,2,A201,0
C15064,3059,P43,12,S14,A32,A172,E74,A91,A101,4,61,A152,1,1,A201,0
C15065,937,P48,24,S14,A32,A172,E72,A94,A101,3,27,A152,2,1,A201,0
C15066,1098,P43,18,S14,A34,A171,E71,A92,A101,4,65,A152,2,1,A201,0
C15067,2611,P43,24,S14,A34,A173,E75,A94,A102,3,46,A152,2,1,A201,0
C15068,1068,P43,6,S12,A32,A173,E75,A93,A101,4,28,,1,2,A201,0
C15069,12976,P41,18,S12,A32,A174,E71,A92,A101,4,38,A153,1,1,A201,1
C15070,2327,P43,15,S13,A32,,E72,A92,A101,3,25,A152,1,1,A201,1
C15071,1845,P43,45,S11,A32,A173,E73,A93,A101,4,23,A153,1,1,A201,1
C15072,1330,P40,12,S13,A32,A173,E72,A93,A101,1,26,A152,1,1,A201,0
C15073,3161,P49,24,S11,A31,A173,E73,A93,A101,2,31,A151,1,1,A201,1
C15074,2445,P41,12,S14,A32,A173,E72,A94,A101,4,26,A151,1,1,A201,0
C15075,1237,P42,8,S12,A32,A173,E73,A92,A101,4,24,A152,1,1,A201,1
C15076,4169,P42,24,S11,A32,A173,E73,A93,A101,4,28,A152,1,1,A201,0
C15077,1237,P42,8,S12,A32,A173,E73,A92,A101,4,24,A152,1,1,A201,1
C15078,1574,P42,12,S14,A32,A173,E73,A93,A101,2,50,A152,1,1,A201,0
C15079,14555,P40,6,S12,A32,A171,E71,A93,A101,2,23,A152,1,1,A201,1
C15080,1453,P43,18,S14,A32,,E72,A92,A101,1,26,A152,1,1,A201,0
C15081,1602,P40,21,S11,A34,A173,E75,A94,A101,3,30,A152,2,1,A201,0
C15082,12976,P41,18,S12,A32,A174,E71,A92,A101,4,38,A153,1,1,A201,1
C15083,3485,P40,20,S14,A34,A173,E72,A91,A101,4,44,A152,2,1,A201,0
C15084,1283,P40,22,S14,A32,A173,E74,A92,A101,4,25,A151,1,1,A201,0
C15085,2124,P42,18,S11,A34,A173,E73,A92,A101,4,24,A151,2,1,A201,1
C15086,9157,P43,60,S12,A33,A174,E73,A93,A101,2,27,A153,1,1,A201,0
C15087,11054,P41,36,S14,A34,A174,E73,A93,A101,2,30,A152,1,1,A201,0
C15088,1924,P42,18,S12,A32,A173,E72,A92,A101,3,27,A151,1,1,A201,1
C15089,937,P48,24,S14,A32,A172,E72,A94,A101,3,27,A152,2,1,A201,0
C15090,1275,P42,10,S13,A32,A173,E72,A92,A101,2,23,A152,1,1,A201,0
C15091,1344,P40,24,S13,A34,A172,E74,A93,A101,2,37,A152,2,2,A201,1
C15092,343,P44,6,S11,A32,A173,E72,A92,A101,1,27,A152,1,1,A201,0
C15093,2578,P42,12,S11,A32,A174,E71,A92,A101,4,55,A153,1,1,A201,0
C15094,3029,P41,15,S14,A32,A173,E74,A93,A101,2,33,A152,1,1,A201,0
C15095,2759,P42,12,S14,A30,A173,E75,A93,A101,4,34,A152,2,1,A201,0
C15096,3913,P43,36,S13,A32,A173,E73,A93,A101,2,23,A152,1,1,A201,0
C15097,4281,P42,33,S11,A34,A173,E73,A92,A101,4,23,A152,2,1,A201,1
C15098,12680,P40,21,S14,A34,A174,E75,A93,A101,4,30,A153,1,1,A201,1
C15099,1804,P41,12,S12,A34,A173,E72,A93,A101,4,44,,1,1,A201,0
C15100,5381,P50,48,S12,A32,A171,E71,A93,A101,4,40,A153,1,1,A201,0
C15101,1950,P49,18,S14,A32,A173,E74,A93,A101,1,34,A152,2,1,A201,0
C15102,5866,P40,18,S12,A32,A173,E73,A93,A101,2,30,A152,2,1,A201,0
C15103,4272,P42,20,S11,A34,A173,E75,A92,A101,4,24,A152,2,1,A201,0
C15104,6758,P43,48,S11,A32,A173,E73,A92,A101,2,31,A152,1,1,A201,1
C15105,7763,P40,48,S11,A32,A174,E75,A93,A101,4,42,A153,1,1,A201,1
C15106,1940,P40,24,S14,A34,A173,E75,A93,A101,4,60,A152,1,1,A201,0
C15107,1299,P40,6,S13,A34,A171,E73,A93,A101,1,74,A152,3,2,A202,0
C15108,7966,P41,26,S12,A32,A173,E72,A93,A101,3,30,A152,2,1,A201,0
C15109,1800,P43,18,S14,A34,A173,E73,A93,A101,2,24,A152,2,1,A201,0
C15110,4139,P49,24,S14,A34,A172,E73,A93,A101,3,27,A152,2,1,A201,0
C15111,1154,P43,11,S14,A34,A172,E71,A92,A101,4,57,A152,3,1,A201,0
C15112,2319,P46,21,S13,A34,A173,E72,A91,A101,1,33,A151,1,1,A201,1
C15113,776,P43,12,S14,A32,A173,E73,A94,A101,2,28,A152,1,1,A201,0
C15114,3758,P43,24,S12,A32,A171,E71,A92,A101,4,23,A151,1,1,A201,0
C15115,339,P48,12,S11,A31,A172,E75,A94,A101,1,45,A152,1,1,A201,0
C15116,2748,P46,12,S14,A34,A172,E75,A92,A101,4,57,A153,3,1,A201,0
C15117,1922,P42,12,S12,A32,A172,E73,A93,A101,2,37,A152,1,1,A201,1
C15118,1155,P43,12,S12,A32,A172,E75,A94,A103,3,40,A152,2,1,A201,0
C15119,8358,P40,48,S12,A30,A173,E72,A92,A101,1,30,A152,2,1,A201,0
C15120,2515,P42,18,S14,A32,A173,E73,A93,A101,4,43,A152,1,1,A201,0
C15121,3804,P43,36,S12,A30,A173,E73,A92,A101,1,42,A152,1,1,A201,1
C15122,4006,P40,28,S11,A32,A172,E73,A93,A101,2,45,A152,1,1,A201,1
C15123,2743,P43,28,S14,A34,A173,E75,A93,A101,2,29,A152,2,1,A201,0
C15124,1199,P40,24,S11,A34,A172,E75,A93,A101,4,60,A152,2,1,A201,1
C15125,4473,P43,36,S13,A32,A173,E75,A93,A101,2,31,A152,1,1,A201,0
C15126,448,P46,6,S11,A32,A173,E72,A92,A101,4,23,A152,1,1,A201,1
C15127,4380,P40,18,S11,A32,A172,E73,A93,A101,4,35,A152,1,2,A201,0
C15128,1592,P42,12,S14,A34,A173,E74,A92,A101,2,35,,1,1,A202,0
C15129,18424,P50,48,S12,A30,A174,E73,A92,A101,2,32,A152,1,1,A202,1
C15130,6872,P42,24,S11,A31,A173,E72,A91,A101,1,55,A152,1,1,A201,1
C15131,3213,P43,18,S12,A32,A173,E72,A94,A101,3,25,A151,1,1,A201,0
C15132,6314,P50,24,S14,A34,A174,E71,A93,A102,2,27,A152,2,1,A201,0
C15133,601,P42,4,S14,A32,A172,E72,A92,A101,3,23,A151,1,2,A201,0
C15134,3863,P49,24,S14,A33,A173,E73,A93,A101,2,32,A153,1,1,A201,0
C15135,1275,P49,24,S13,A34,A173,E73,A91,A101,4,36,A152,2,1,A201,0
C15136,4272,P49,30,S14,A33,A172,E73,A93,A101,2,26,A152,2,1,A201,0
C15137,2039,P43,24,S12,A32,A173,E72,A94,A101,1,22,A152,1,1,A201,1
C15138,13756,P40,60,S14,A34,A174,E75,A93,A101,4,63,A153,1,1,A201,0
C15139,2051,P43,18,S14,A32,A173,E72,A93,A101,1,33,A152,1,1,A201,0
C15140,10297,P41,48,S11,A32,A173,E74,A93,A101,4,39,A153,3,2,A201,1
C15141,2366,P40,12,S12,A34,A174,E74,A91,A101,3,36,A152,1,1,A201,0
C15142,7418,P43,60,S12,A33,A172,E73,A93,A101,1,27,A152,1,1,A201,0
C15143,3535,P40,36,S14,A34,A173,E74,A93,A101,4,37,A152,2,1,A201,0
C15144,1297,P43,12,S13,A32,A173,E73,A94,A101,4,23,A151,1,1,A201,0
C15145,2483,P42,24,S11,A31,A173,E73,A93,A101,4,22,A152,1,1,A201,0
C15146,3556,P40,15,S14,A32,A173,E73,A93,A101,2,29,A152,1,1,A201,0
C15147,3959,P42,36,S11,A32,A174,E71,A93,A101,3,30,A152,1,1,A201,0
C15148,2359,P42,24,S11,A32,A173,E71,A91,A101,1,33,A152,1,1,A201,1
C15149,6229,P42,36,S11,A34,A172,E72,A92,A102,4,23,A151,2,1,A201,1
C15150,674,P43,12,S11,A32,A173,E74,A94,A101,1,20,A152,1,1,A201,1
C15151,1410,P48,12,S12,A30,A172,E73,A93,A101,2,31,A152,1,1,A201,0
C15152,947,P40,24,S13,A32,A173,E74,A93,A101,3,38,A153,1,2,A201,1
C15153,2235,P40,20,S11,A34,A173,E73,A94,A103,2,33,A151,2,1,A202,1
C15154,1864,P46,18,S14,A34,A173,E73,A92,A101,2,30,A152,2,1,A201,1
C15155,6110,P46,48,S14,A34,A173,E73,A93,A101,3,31,A153,1,1,A201,0
C15156,1108,P45,12,S11,A30,A173,E74,A93,A101,3,28,A152,2,1,A201,1
C15157,1568,P49,18,S14,A32,A172,E73,A92,A101,4,24,A151,1,1,A201,0
C15158,8978,P40,14,S11,A32,A174,E75,A91,A101,4,45,A152,1,1,A202,1
C15159,3069,P42,24,S12,A32,A173,E75,A93,A101,4,30,A153,1,1,A201,0
C15160,1934,P43,12,S14,A34,A173,E75,A93,A101,2,26,A152,2,1,A201,0
C15161,3568,P43,15,S14,A32,A174,E75,A92,A101,2,54,A151,1,1,A201,0
C15162,3349,P42,36,S14,A32,A174,E73,A92,A101,2,28,A152,1,1,A201,1
C15163,753,P43,6,S12,A32,A173,E73,A92,A103,3,64,A152,1,1,A201,0
C15164,15653,P43,60,S14,A33,A173,E74,A93,A101,4,21,A152,2,1,A201,0
C15165,6458,P40,18,S14,A31,A174,E75,A93,A101,4,39,A152,2,2,A201,1
C15166,3181,P43,24,S14,A32,A173,E72,A92,A101,4,26,A152,1,1,A201,0
C15167,1585,P42,24,S14,A34,A173,E74,A93,A101,3,40,A152,2,1,A201,0
C15168,1262,P42,12,S11,A32,A172,E75,A91,A101,4,49,A152,1,1,A201,0
C15169,1817,P42,18,S14,A34,A173,E73,A92,A101,2,28,A152,2,1,A201,0
C15170,3368,P41,15,S14,A34,A173,E75,A93,A101,4,23,A151,2,1,A201,0
C15171,1901,P43,24,S14,A32,A174,E73,A93,A101,4,29,A151,1,1,A201,0
C15172,2767,P49,21,S12,A32,A172,E75,A91,A101,2,61,A151,2,1,A201,1
C15173,1747,P42,24,S11,A32,A172,E72,A93,A102,1,24,A152,1,1,A202,0
C15174,1163,P40,12,S14,A34,A173,E73,A93,A101,4,44,A152,1,1,A201,0
C15175,12749,P43,48,S14,A33,A174,E74,A93,A101,1,37,A152,1,1,A201,0
C15176,1715,P43,30,S12,A32,A173,E73,A92,A101,1,26,A152,1,1,A201,0
C15177,5248,P41,21,S14,A32,A173,E73,A93,A101,3,26,A152,1,1,A201,0
C15178,3416,P43,27,S11,A32,A174,E73,A93,A101,2,27,A152,1,1,A201,0
C15179,6419,P41,24,S11,A34,A174,E75,A92,A101,4,44,A153,2,2,A201,0
C15180,4526,P49,24,S14,A34,A174,E73,A93,A101,2,74,A152,1,1,A201,0
C15181,4736,P42,24,S12,A34,A172,E72,A92,A101,4,25,A152,1,1,A201,1
C15182,2578,P42,12,S11,A32,A174,E71,A92,A101,4,55,A153,1,1,A201,0
C15183,3857,P41,30,S11,A32,A174,E73,A91,A101,4,40,A152,1,1,A201,0
C15184,3643,P42,15,S11,A33,A172,E75,A92,A101,4,27,A152,2,1,A201,0
C15185,5493,P41,36,S11,A32,A173,E75,A93,A101,4,42,A153,1,2,A201,0
C15186,1382,P49,24,S11,A34,A173,E74,A93,A101,1,26,A152,2,1,A201,0
C15187,3651,P40,12,S11,A32,A173,E73,A93,A101,3,31,A152,1,2,A201,0
C15188,6289,P49,42,S13,A30,A173,E72,A91,A101,1,33,A152,2,1,A201,0
C15189,629,P43,18,S14,A34,A174,E75,A93,A101,3,32,A152,2,1,A201,0
C15190,776,P43,12,S14,A32,A173,E73,A94,A101,2,28,A152,1,1,A201,0
C15191,2522,P43,30,S11,A32,A173,E75,A93,A103,3,39,A152,1,2,A201,0
C15192,5511,P42,24,S14,A32,A173,E73,A93,A101,1,25,A152,1,1,A201,0
C15193,3632,P41,24,S11,A31,A173,E73,A92,A103,4,22,A151,1,1,A202,0
C15194,1494,P40,4,S13,A32,A172,E72,A93,A101,2,29,A152,1,2,A202,0
C15195,3972,P42,24,S14,A32,A173,E74,A92,A101,4,25,A151,1,1,A201,0
C15196,4811,P41,30,S14,A32,A172,E74,A92,A101,4,24,A151,1,1,A201,0
C15197,708,P42,12,S11,A32,A172,E73,A93,A103,3,38,A152,1,2,A201,0
C15198,3422,P42,18,S14,A32,A173,E75,A93,A101,4,47,A152,3,2,A201,0
C15199,1028,P40,18,S14,A34,A173,E73,A92,A101,3,36,A152,2,1,A201,0
C15200,4210,P43,36,S13,A32,A173,E73,A93,A101,2,26,A152,1,1,A201,1
C15201,1240,P43,12,S14,A34,A173,E75,A92,A101,2,38,A152,2,1,A201,0
C15202,2028,P41,12,S12,A32,A173,E73,A93,A101,2,30,A152,1,1,A201,0
C15203,3186,P40,15,S14,A32,A173,E74,A92,A101,3,20,A151,1,1,A201,0
C15204,3499,P40,12,S11,A34,A173,E73,A92,A102,2,29,A152,2,1,A201,1
C15205,1965,P40,24,S12,A33,A173,E73,A92,A101,4,42,A151,2,1,A201,0
C15206,5179,P42,36,S11,A32,A173,E74,A93,A101,2,29,A152,1,1,A201,1
C15207,2812,P41,24,S11,A32,A173,E75,A92,A101,4,26,A151,1,1,A201,0
C15208,2859,P40,12,S14,A32,A174,E71,A93,A101,4,38,A152,1,1,A201,0
C15209,709,P40,6,S13,A32,A171,E72,A94,A101,2,27,A152,1,1,A202,0
C15210,4463,P43,36,S14,A33,A174,E73,A93,A101,2,26,A152,2,1,A201,1
C15211,2390,P40,12,S14,A32,A173,E75,A93,A101,3,50,A152,1,1,A201,0
C15212,385,P43,12,S11,A34,A172,E74,A92,A101,3,58,A152,4,1,A201,0
C15213,1820,P40,18,S14,A32,A174,E73,A94,A101,2,30,A152,1,1,A201,0
C15214,683,P43,6,S13,A33,A173,E72,A92,A101,1,29,A152,1,1,A201,0
C15215,795,P46,12,S11,A32,A173,E72,A92,A101,4,53,A152,1,1,A201,1
C15216,4716,P40,6,S11,A34,A172,E72,A93,A101,3,44,A152,2,2,A201,0
C15217,3499,P40,12,S11,A34,A173,E73,A92,A102,2,29,A152,2,1,A201,1
C15218,802,P43,15,S12,A32,A173,E75,A93,A101,3,37,A152,1,2,A201,1
C15219,3234,P42,24,S11,A32,A172,E72,A92,A101,4,23,A151,1,1,A201,1
C15220,5743,P46,24,S12,A34,A173,E72,A92,A101,4,24,A153,2,1,A201,0
C15221,3160,P43,21,S14,A32,A173,E75,A93,A101,3,41,A152,1,1,A201,0
C15222,2753,P43,9,S14,A32,A173,E75,A93,A102,4,35,A152,1,1,A201,0
C15223,1236,P44,9,S14,A32,A173,E72,A92,A101,4,23,A151,1,1,A201,0
C15224,3965,P43,42,S11,A32,A173,E72,A93,A101,3,34,A152,1,1,A201,1
C15225,2831,P43,30,S14,A34,A173,E73,A92,A101,2,33,A152,1,1,A201,0
C15226,3979,P43,48,S12,A32,A173,E74,A93,A101,1,41,A152,2,2,A201,0
C15227,5381,P50,48,S12,A32,A171,E71,A93,A101,4,40,A153,1,1,A201,0
C15228,3656,P43,30,S13,A34,A172,E75,A93,A101,4,49,A152,2,1,A201,0
C15229,1514,P45,15,S12,A32,A173,E73,A93,A103,2,22,A152,1,1,A201,0
C15230,2872,P43,24,S14,A34,A173,E75,A93,A101,4,36,A152,1,2,A201,0
C15231,2820,P40,36,S12,A34,A173,E72,A91,A101,4,27,A152,2,1,A201,1
C15232,2223,P43,24,S14,A34,A173,E75,A93,A101,4,52,A152,2,1,A201,0
C15233,931,P40,6,S12,A31,A172,E72,A92,A101,1,32,A152,1,1,A201,1
C15234,3979,P43,48,S12,A32,A173,E74,A93,A101,1,41,A152,2,2,A201,0
C15235,1275,P49,24,S13,A34,A173,E73,A91,A101,4,36,A152,2,1,A201,0
C15236,2697,P43,9,S14,A32,A173,E73,A93,A101,2,32,A152,1,2,A201,0
C15237,1597,P40,10,S14,A32,A172,E73,A93,A101,2,40,A151,1,2,A202,0
C15238,2439,P43,24,S11,A32,A173,E72,A92,A101,4,35,A152,1,1,A201,1
C15239,2150,P40,30,S12,A32,A173,E73,A92,A103,2,24,A152,1,1,A201,1
C15240,3234,P42,24,S11,A32,A172,E72,A92,A101,4,23,A151,1,1,A201,1
C15241,3021,P42,24,S11,A32,A172,E73,A91,A101,2,24,A151,1,1,A201,0
C15242,3001,P42,18,S12,A32,A173,E74,A92,A101,4,40,A151,1,1,A201,0
C15243,454,P45,6,S12,A32,A172,E72,A94,A101,1,22,A152,1,1,A201,0
C15244,1503,P43,4,S14,A34,A172,E74,A93,A101,1,42,A152,2,2,A201,0
C15245,652,P42,12,S11,A32,A173,E75,A92,A101,4,24,A151,1,1,A201,0
C15246,1138,P43,9,S11,A34,A172,E73,A93,A101,4,25,A152,2,1,A201,0
C15247,3496,P42,30,S12,A31,A173,E73,A93,A101,2,34,A152,1,2,A201,0
C15248,1275,P49,24,S13,A34,A173,E73,A91,A101,4,36,A152,2,1,A201,0
C15249,1819,P46,36,S14,A32,A173,E73,A93,A101,4,37,A153,1,1,A201,1
C15250,684,P46,12,S11,A32,A172,E73,A93,A101,4,40,A151,1,2,A201,1
C15251,939,P40,12,S13,A34,A173,E74,A94,A101,2,28,A152,3,1,A201,1
C15252,3832,P46,9,S14,A32,A172,E75,A93,A101,4,64,A152,1,1,A201,0
C15253,2064,P42,24,S12,A33,A174,E71,A92,A101,2,34,A152,1,1,A201,1
C15254,760,P43,8,S12,A32,A172,E74,A92,A103,2,44,A152,1,1,A201,0
C15255,932,P48,6,S12,A34,A172,E74,A92,A101,3,39,A152,2,1,A201,0
C15256,6614,P40,36,S14,A34,A174,E75,A93,A101,4,34,A152,2,1,A201,0
C15257,2993,P41,21,S14,A33,A172,E73,A93,A101,2,28,A152,2,1,A201,0
C15258,1126,P43,9,S13,A32,A173,E75,A91,A101,4,49,A152,1,1,A201,0
C15259,1829,P43,15,S14,A34,A173,E75,A93,A101,4,46,A152,2,1,A201,0
C15260,2679,P41,24,S14,A32,A174,E72,A92,A101,1,29,A152,1,1,A201,0
C15261,932,P48,6,S12,A34,A172,E74,A92,A101,3,39,A152,2,1,A201,0
C15262,3446,P42,36,S11,A32,A173,E75,A93,A101,2,42,A152,1,2,A201,1
C15263,3620,P42,36,S11,A32,A173,E73,A93,A103,2,37,A152,1,2,A201,0
C15264,3062,P42,24,S14,A32,A173,E75,A93,A101,3,32,A151,1,1,A201,0
C15265,654,P40,9,S11,A32,A172,E73,A93,A101,3,28,A152,1,1,A201,1
C15266,4844,P49,48,S14,A32,A174,E71,A93,A101,2,33,A151,1,1,A201,1
C15267,976,P40,18,S11,A32,A172,E72,A92,A101,2,23,A152,1,1,A201,1
C15268,10974,P42,36,S14,A32,A174,E71,A92,A101,2,26,A152,2,1,A201,1
C15269,1240,P43,12,S14,A34,A173,E75,A92,A101,2,38,A152,2,1,A201,0
C15270,2384,P45,36,S12,A32,A172,E72,A93,A101,1,33,A151,1,1,A201,1
C15271,745,P43,9,S13,A32,A172,E73,A92,A101,2,28,A152,1,1,A201,1
C15272,697,P40,12,S11,A31,A173,E72,A93,A101,2,46,A152,2,1,A201,1
C15273,5866,P40,18,S12,A32,A173,E73,A93,A101,2,30,A152,2,1,A201,0
C15274,6681,P49,48,S12,A33,A173,E73,A93,A101,4,38,A153,1,2,A201,0
C15275,15857,P50,36,S11,A32,A174,E71,A91,A102,3,43,A152,1,1,A201,0
C15276,3959,P42,36,S11,A32,A174,E71,A93,A101,3,30,A152,1,1,A201,0
C15277,1657,P42,12,S11,A32,A173,E73,A93,A101,2,27,A152,1,1,A201,0
C15278,1740,P43,6,S14,A34,A173,E75,A94,A101,2,30,A151,2,1,A201,0
C15279,6416,P49,48,S12,A31,A173,E75,A92,A101,3,59,A151,1,1,A201,1
C15280,7418,P43,60,S12,A33,A172,E73,A93,A101,1,27,A152,1,1,A201,0
C15281,3349,P42,24,S11,A31,A173,E72,A93,A101,4,30,A153,1,2,A201,1
C15282,1198,P46,6,S11,A31,A173,E75,A92,A101,4,35,A153,1,1,A201,1
C15283,2718,P40,24,S12,A32,A172,E73,A92,A101,4,20,A151,1,1,A201,1
C15284,4844,P49,48,S14,A32,A174,E71,A93,A101,2,33,A151,1,1,A201,1
C15285,884,P40,18,S12,A34,A173,E75,A93,A101,4,36,A152,1,2,A201,1
C15286,1987,P43,24,S11,A32,A172,E73,A93,A101,4,21,A151,1,2,A201,1
C15287,2684,P43,24,S14,A34,A172,E73,A93,A101,2,35,A152,2,1,A201,0
C15288,2978,P49,24,S14,A33,A173,E73,A93,A101,4,32,A152,2,2,A201,0
C15289,522,P43,12,S14,A34,A173,E75,A93,A101,4,42,A152,2,2,A201,0
C15290,1076,P49,12,S14,A32,A173,E73,A94,A101,2,26,A152,1,1,A202,0
C15291,781,P40,10,S13,A34,A173,E75,A93,A101,4,63,A153,2,1,A201,0
C15292,1680,P43,12,S11,A32,A173,E75,A94,A101,1,35,A152,1,1,A201,0
C15293,6568,P49,24,S11,A32,A172,E73,A94,A101,2,21,A152,1,1,A201,0
C15294,2133,P40,12,S14,A32,A174,E75,A92,A101,4,52,A153,1,1,A201,0
C15295,5084,P43,24,S12,A32,A173,E75,A92,A101,4,42,A152,1,1,A201,0
C15296,2522,P43,30,S11,A32,A173,E75,A93,A103,3,39,A152,1,2,A201,0
C15297,1766,P42,6,S14,A32,A173,E73,A94,A101,2,21,A151,1,1,A201,0
C15298,4736,P42,24,S12,A34,A172,E72,A92,A101,4,25,A152,1,1,A201,1
C15299,1169,P43,18,S14,A34,A173,E73,A93,A101,3,29,A152,2,1,A201,0
